sentence,sentiment,clean_text
This is essentially a communications tool that does not communicate.,"{'text': 'This is essentially a communications tool that does not communicate.', 'sentiment': 'neutral', 'score': 0}",this is essentially a communications tool that does not communicate
Works like a charm; it work the same as the one I got with the phone.,"{'text': 'Works like a charm; it work the same as the one I got with the phone.', 'sentiment': 'positive', 'score': 0.899819}",works like a charm it work the same as the one i got with the phone
"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.","{'text': ""I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans."", 'sentiment': 'negative', 'score': -0.839073}",i still maintain that monkeys shouldnt make headphones we just obviously dont share enough dna to copy the design over to humans
Great Value.,"{'text': 'Great Value.', 'sentiment': 'positive', 'score': 0.9868}",great value
Doesn't work at all.. I bougth it for my L7c and its not working.,"{'text': ""Doesn't work at all.. I bougth it for my L7c and its not working."", 'sentiment': 'negative', 'score': -0.928752}",doesnt work at all i bougth it for my lc and its not working
"The look of it is very sharp and the screen is nice and clear, with great graphics.","{'text': 'The look of it is very sharp and the screen is nice and clear, with great graphics.', 'sentiment': 'positive', 'score': 0.997241}",the look of it is very sharp and the screen is nice and clear with great graphics
doesn't last long.,"{'text': ""doesn't last long."", 'sentiment': 'negative', 'score': -0.707235}",doesnt last long
One thing I hate is the mode set button at the side.,"{'text': 'One thing I hate is the mode set button at the side.', 'sentiment': 'negative', 'score': -0.920719}",one thing i hate is the mode set button at the side
EXCELLENT SERVICE!!!!!!!!.,"{'text': 'EXCELLENT SERVICE!!!!!!!!.', 'sentiment': 'positive', 'score': 0.883917}",excellent service
Thank you for wasting my money.,"{'text': 'Thank you for wasting my money.', 'sentiment': 'positive', 'score': 0.805895}",thank you for wasting my money
How can that be?The audio quality is poor.,"{'text': 'How can that be?The audio quality is poor.', 'sentiment': 'negative', 'score': -0.945185}",how can that bethe audio quality is poor
The iGo chargers and tips are really great.,"{'text': 'The iGo chargers and tips are really great.', 'sentiment': 'positive', 'score': 0.98435}",the igo chargers and tips are really great
The file browser offers all the options that one needs.Handsfree is great.,"{'text': 'The file browser offers all the options that one needs.Handsfree is great.', 'sentiment': 'positive', 'score': 0.882924}",the file browser offers all the options that one needshandsfree is great
Superb Phone on a Great Network.,"{'text': 'Superb Phone on a Great Network.', 'sentiment': 'positive', 'score': 0.9965}",superb phone on a great network
"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.","{'text': ""I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case."", 'sentiment': 'positive', 'score': 0.407127}",i connected my wifes bluetoothmotorola hs to my phone and it worked like a charm whether the phone was in my pocket or the case
"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.","{'text': 'I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.', 'sentiment': 'negative', 'score': -0.494868}",i put the latest os on it vg and it now likes to slow to a crawl and lock up every once in a while
It only recognizes the Phone as its storage device.,"{'text': 'It only recognizes the Phone as its storage device.', 'sentiment': 'neutral', 'score': 0}",it only recognizes the phone as its storage device
"If you like a loud buzzing to override all your conversations, then this phone is for you!","{'text': 'If you like a loud buzzing to override all your conversations, then this phone is for you!', 'sentiment': 'positive', 'score': 0.811613}",if you like a loud buzzing to override all your conversations then this phone is for you
Don't buy this product.,"{'text': ""Don't buy this product."", 'sentiment': 'negative', 'score': -0.734465}",dont buy this product
I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,"{'text': ""I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear."", 'sentiment': 'negative', 'score': -0.839879}",ive had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear
The sound quality is good and functionality is awesome.,"{'text': 'The sound quality is good and functionality is awesome.', 'sentiment': 'positive', 'score': 0.994241}",the sound quality is good and functionality is awesome
"I have this phone and it is a thorn in my side, I really abhor it.","{'text': 'I have this phone and it is a thorn in my side, I really abhor it.', 'sentiment': 'negative', 'score': -0.95019}",i have this phone and it is a thorn in my side i really abhor it
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,"{'text': 'I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.', 'sentiment': 'negative', 'score': -0.971262}",i recently had problems where i could not stay connected for more than  minutes before being disconnected
Incredible!.,"{'text': 'Incredible!.', 'sentiment': 'positive', 'score': 0.971693}",incredible
Design Flaw?.,"{'text': 'Design Flaw?.', 'sentiment': 'negative', 'score': -0.946898}",design flaw
Great phone!.,"{'text': 'Great phone!.', 'sentiment': 'positive', 'score': 0.890476}",great phone
Waste of 13 bucks.,"{'text': 'Waste of 13 bucks.', 'sentiment': 'negative', 'score': -0.94677}",waste of  bucks
"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.","{'text': ""But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost."", 'sentiment': 'negative', 'score': -0.927952}",but when i check voice mail at night the keypad backlight turns off a few seconds into the first message and then im lost
The replacement died in a few weeks.,"{'text': 'The replacement died in a few weeks.', 'sentiment': 'negative', 'score': -0.808625}",the replacement died in a few weeks
Any ring tone..Overall good phone to buy..,"{'text': 'Any ring tone..Overall good phone to buy..', 'sentiment': 'positive', 'score': 0.824222}",any ring toneoverall good phone to buy
Lately they have been extremely nice and helpful on the phone.,"{'text': 'Lately they have been extremely nice and helpful on the phone.', 'sentiment': 'positive', 'score': 0.98927}",lately they have been extremely nice and helpful on the phone
I have had problems wit hit dropping signal and more.,"{'text': 'I have had problems wit hit dropping signal and more.', 'sentiment': 'negative', 'score': -0.926155}",i have had problems wit hit dropping signal and more
Not impressed.,"{'text': 'Not impressed.', 'sentiment': 'negative', 'score': -0.808772}",not impressed
"Light weight, I hardly notice it is there.","{'text': 'Light weight, I hardly notice it is there.', 'sentiment': 'negative', 'score': -0.880818}",light weight i hardly notice it is there
You'll love how thin it is.,"{'text': ""You'll love how thin it is."", 'sentiment': 'positive', 'score': 0.953414}",youll love how thin it is
Bad Choice.,"{'text': 'Bad Choice.', 'sentiment': 'negative', 'score': -0.951329}",bad choice
The pleather case doesn't fit.,"{'text': ""The pleather case doesn't fit."", 'sentiment': 'negative', 'score': -0.704995}",the pleather case doesnt fit
